frame_id,norm_nose_x,norm_nose_y,norm_neck_x,norm_neck_y,norm_left_shoulder_x,norm_left_shoulder_y,norm_right_shoulder_x,norm_right_shoulder_y,norm_left_elbow_x,norm_left_elbow_y,norm_right_elbow_x,norm_right_elbow_y,norm_left_wrist_x,norm_left_wrist_y,norm_right_wrist_x,norm_right_wrist_y,d1,d2,d3,d4,d5,phi1,phi2,phi3,phi4,phi5,label
0,0.2880203125,0.45186388888888884,0.2917484375,0.6007388888888888,0.42301328125,0.5937375,0.16048359375000001,0.6077402777777777,0.4626359375,0.9162791666666666,0.10086015625,0.8909930555555555,0.44983515625,1.0955083333333333,0.11088828125000001,1.1337791666666668,107.29616994096294,168.09460444047573,237.70356957563766,168.0946044404757,217.75393564296377,2.549072138848307,110.51656466461661,170.4850905940299,102.31946961750943,172.76380622953988,Asking
1,0.29480859375,0.4126027777777778,0.30331562500000003,0.6059597222222222,0.43801328125000005,0.6019722222222222,0.16861874999999998,0.6099458333333333,0.47259921875,0.9061416666666667,0.10906562500000001,0.9121236111111112,0.47532421874999997,0.9993097222222223,0.11478671874999999,1.0783291666666668,139.6421978128388,172.43690211204796,223.43166495373927,172.4358856038963,230.53533917384559,4.472342590053188,109.3086249968825,168.4521152126713,101.4280160880779,177.02348111880758,Asking
2,0.29506328125,0.40023749999999997,0.29975390625,0.5918027777777778,0.43389296875000005,0.5851277777777777,0.16561484375,0.5984777777777778,0.46847265625,0.9069708333333334,0.10232734375000001,0.9254805555555555,0.47302421875,1.1271041666666666,0.11412343750000001,1.1609791666666667,138.05761603403127,171.76524922113904,235.9163563066368,171.76524922113902,248.98841625264416,2.4925273829531585,108.98668820200719,170.75683595212828,100.8137676188969,177.8948680557813,Asking
3,0.29455546875,0.39456111111111114,0.302746875,0.5862208333333333,0.43719765625000007,0.5725722222222223,0.16829687499999998,0.5998694444444445,0.47129609375000003,0.8778027777777778,0.11126015625,0.9329430555555557,0.47577109375,1.079611111111111,0.12347578125,1.1604486111111112,138.3927572165538,172.3773399783162,224.05818010507897,172.37634160464137,250.6796701330206,4.34504277141524,106.93198131407495,171.9100467620074,101.23290130285588,177.74249235226813,Asking
4,0.290225,0.3859694444444445,0.30820078125,0.5802833333333333,0.44210000000000005,0.5713625,0.17430234375,0.5892041666666666,0.48609921875,0.8739069444444444,0.11885078125,0.9341916666666668,0.50818828125,1.0052,0.11858906250000001,1.1368500000000001,141.78541150978822,171.511311026416,224.99468879286903,171.51031172789584,258.33305124393206,9.339286396401866,105.94734567682323,169.74844649037345,104.49600955149063,163.3481994807482,Asking
5,0.29629062500000003,0.3868097222222222,0.3006125,0.5774277777777778,0.42896484375000005,0.5655888888888889,0.1722609375,0.5892652777777778,0.48862890625000005,0.8306027777777778,0.11839296875000001,0.9224388888888888,0.50400546875,0.8422013888888888,0.1232328125,1.126652777777778,137.3564452401124,164.51197906839496,205.52574777871507,164.51092860050363,249.59778369608966,2.3081989511292873,106.03642724172178,170.78718741886667,111.81331601703815,112.99133332080619,Asking
6,0.29485625,0.38783888888888896,0.30311953125,0.5867069444444444,0.43493828125,0.577225,0.17130078124999998,0.5961902777777778,0.47569140625,0.8938777777777778,0.11506875000000001,0.921163888888889,0.482621875,1.0614347222222222,0.12322890625,1.1557722222222222,143.575127212202,168.86605909122179,233.88142935256747,168.86609952266915,244.80154593057622,4.224735621350758,107.09889165383849,171.31670460812205,102.8874201363645,175.7944832247662,Asking
7,0.30169375,0.3838527777777778,0.30260390625,0.5864111111111111,0.43368515625,0.5772569444444444,0.17152343750000001,0.5955652777777778,0.4704265625,0.8962763888888888,0.115009375,0.9174041666666666,0.48407734375,1.1091083333333334,0.11706953125,1.1556527777777779,145.84665299210673,167.91340606693672,234.4590806025648,167.91240683761282,242.75254565091583,0.4576744931525631,107.33695955715473,170.19373862350233,101.57117663213569,173.49497233050383,Asking
8,0.298203125,0.37875555555555557,0.3039640625,0.5804777777777778,0.43264921875000006,0.5714708333333334,0.175278125,0.5894861111111112,0.50738828125,0.8085611111111111,0.11440625,0.9395680555555556,0.5078265625,0.6925888888888889,0.11247109375,1.1374458333333333,145.42707270656314,164.84460959946495,195.68387920572297,164.84564816821828,263.8269177642797,2.906476260602799,107.17732584178962,168.48260283768147,119.26701563773504,0.3849395052181392,Asking
9,0.30238125,0.3744166666666666,0.30091718749999996,0.5736638888888889,0.42913671875,0.5666444444444444,0.172696875,0.5806833333333333,0.4735953125,0.8707069444444444,0.111853125,0.9084791666666667,0.46875859374999995,1.0704166666666668,0.11322109375,1.1305875,143.47023956207784,164.19879889024764,226.20027027835314,164.1997984164414,248.5305425274729,0.7484154524199751,108.26195075110155,169.11608852101807,104.57090672384399,177.5346216062193,Asking
10,0.3149171875,0.3567138888888889,0.30585859375,0.5672722222222222,0.43223828124999997,0.5605680555555556,0.17947890625000001,0.5739777777777778,0.5444546875,0.76335,0.120340625,0.9045861111111111,0.49346171875,0.5579083333333333,0.11340703125,1.1377972222222223,152.04476455636345,161.83800136247353,204.81324121745646,161.83803119168252,249.78415732988353,4.373647389169616,107.64086423984766,168.2318350645668,134.53197486824126,23.810177565266397,Asking
11,0.31673046875,0.3607472222222222,0.31037499999999996,0.5634166666666667,0.43916484375,0.5572208333333334,0.18158515625,0.5696125,0.53354140625,0.8008263888888889,0.11661796875,0.8879597222222222,0.51903671875,0.8320152777777778,0.117840625,1.1147722222222223,146.14858298663046,164.9113480691975,212.97154744237554,164.91134806919743,243.8287863727333,3.1908772649549944,109.94090674812779,168.25702927369898,124.55668561716853,140.41699824728784,Asking
12,0.31596796875,0.3472236111111111,0.3137234375,0.5414652777777778,0.43851328125,0.5338652777777777,0.18893359375000002,0.5490652777777778,0.49461484375,0.8175777777777777,0.13039140625,0.8728486111111111,0.493178125,1.0184916666666666,0.13070703125,1.052101388888889,139.88350669396306,159.82470129801592,216.52744544052604,159.82470129801584,244.87119824920202,1.1768531802651168,107.81917531871659,168.3720884219484,109.36858212198302,179.27165270622385,Asking
13,0.31932499999999997,0.36064722222222223,0.317121875,0.5544361111111111,0.43361875000000005,0.5515625,0.200625,0.5573097222222222,0.52084296875,0.7124555555555555,0.11548046875,0.7896388888888889,0.48601640625,0.5650694444444445,0.1172296875,0.8219875,139.55649459627455,149.1303531042558,160.88708232173263,149.13035310425573,199.6480026296281,1.1578471951938965,123.08521360865477,150.74478370838696,133.9433125288973,22.78627927609576,Asking
14,0.31685390625,0.3547736111111111,0.32114375,0.5574125,0.44139453125,0.5476472222222222,0.20089296874999998,0.5671777777777778,0.4660390625,0.8522930555555555,0.136165625,0.8632777777777777,0.40532109375,0.9614222222222223,0.14087734375,0.6936125,146.0032913361887,154.08150181640883,221.60170588242318,154.0815018164089,228.7249812875716,2.15533043751239,111.23719783843136,139.83999086211642,98.18385278248614,135.31306854313533,Asking
15,0.3309796875,0.3589222222222222,0.3191921875,0.5642125,0.44259062499999996,0.566125,0.19579375000000002,0.5623013888888889,0.570834375,0.7822263888888888,0.0609234375,0.8909458333333333,0.5089734375,0.5194180555555555,0.102715625,0.60225,148.57707839703946,157.95600219364883,226.17484553548388,157.95599347919656,292.9051302589287,5.8284324646197545,126.11340466057224,103.57273787418904,136.53333906265345,22.707401548982034,Asking
16,0.32696484375,0.35591111111111107,0.318684375,0.5662597222222222,0.43973515625,0.5698541666666667,0.19763359375,0.5626652777777779,0.52640234375,0.7716347222222222,0.06194921875,0.8545833333333333,0.534990625,0.5655597222222222,0.10410234375,0.6010624999999999,151.82142207870405,154.96661178782995,182.7928113466172,154.96661178782995,272.65253664141835,4.003205417754513,129.56747974234142,103.00293522787402,127.36452247506323,4.237290915949326,Asking
17,0.32237109375,0.3431875,0.31332890625,0.5627,0.44124609374999996,0.5669041666666667,0.18541171875,0.5584958333333334,0.53417890625,0.8879125,0.074796875,0.8907291666666667,0.526775,1.0004180555555555,0.15636171875,0.6440527777777778,158.4722179973512,163.76197814205835,259.94092019533986,163.76197814205835,277.97004484836134,4.188319714099406,120.62125168715824,148.8837034447418,117.2335961361992,173.3270601026514,Asking
18,0.31994687499999996,0.3422652777777778,0.321365625,0.5533208333333334,0.44084843749999997,0.5482027777777778,0.20188203124999998,0.5584402777777778,0.53984765625,0.8107416666666667,0.09932421875,0.8293250000000001,0.54124453125,0.8559458333333333,0.1420234375,0.7193416666666668,151.97085067867457,152.98238810072218,227.57260323905427,152.98341190142156,235.1006049439261,0.6846813817392101,123.94340428307221,146.5205638925038,123.83677677895683,176.8555632803096,Asking
19,0.3230953125,0.3442777777777778,0.31778671875,0.5628791666666667,0.43351015625,0.5647541666666667,0.20206249999999998,0.5610055555555555,0.48637031249999996,0.8295194444444445,0.10243671875,0.8430763888888889,0.49932890625,0.7499847222222222,0.16434453124999998,0.5774638888888889,157.53960922256982,148.13215172946084,202.28244877398535,148.133142577885,239.80733875759518,2.472049026941942,122.12474433582314,103.79053109881522,109.54139095771234,16.153837356973256,Asking
20,0.32352109375000004,0.3443763888888889,0.31223203125,0.5653916666666666,0.43247578124999997,0.561725,0.1919890625,0.5690583333333333,0.47463046875000003,0.8624944444444445,0.12949140625,0.8803597222222223,0.49435234375,1.0304861111111112,0.13166875,1.1056347222222223,159.78572420901688,153.93463984431833,223.17504493110334,153.93363999139368,237.9851146143389,5.188552887031279,109.64205040820487,168.6981960634778,103.99128724842984,168.21116936079972,Asking
21,0.32058125,0.34602361111111113,0.31839062500000004,0.5527763888888889,0.43404609375,0.5511986111111111,0.20273593750000002,0.5543541666666667,0.54368984375,0.7268791666666666,0.12215234374999999,0.86485,0.5080671875,0.5070458333333333,0.17587265624999998,0.6781194444444444,148.8884060630646,148.04335857106182,188.93427014705404,148.04235860050326,246.20527179164952,1.0791093037946256,114.7681352867901,158.90004095463436,137.97212359054288,16.070531961806026,Asking
22,0.32206328125,0.3461,0.3167375,0.5548486111111111,0.4357390625,0.5458847222222222,0.19773593750000001,0.563813888888889,0.5584140625,0.6820430555555556,0.120209375,0.8807569444444444,0.5624421875000001,0.4901555555555555,0.15468046875000002,0.7725541666666668,150.45351737330702,152.45866915331513,185.11402359626894,152.45871148937337,248.84165719790565,2.5969422482589715,113.50216449733357,159.86249801159101,148.0224385248724,2.137247722574132,Asking
23,0.320353125,0.34504583333333333,0.31368125,0.5494527777777778,0.4337484375,0.5368972222222221,0.1936140625,0.5620097222222222,0.546153125,0.6809444444444444,0.13220703125,0.8895236111111111,0.5633359375,0.5063666666666666,0.16729531250000002,0.8351708333333333,147.4205668453354,153.95164239461687,177.362545877082,153.95170111759077,248.56482715983773,3.3209751709761166,108.43443857528982,170.2803133980119,144.21417108180663,9.92500710883991,Asking
24,0.31784765625,0.34395416666666667,0.3107640625,0.5491847222222223,0.4290796875,0.5429652777777778,0.19244921875,0.5554041666666667,0.55969765625,0.6188958333333333,0.13907578125,0.8794861111111112,0.5758375,0.3843986111111111,0.12986171875000002,1.068925,148.04391660922784,151.510189822335,175.90235751973313,151.50919025920507,243.13460890009057,3.5112969722867495,106.31920319461861,167.774470281108,161.8927063346771,6.976028597858515,Asking
25,0.31701953125000004,0.3496222222222222,0.30437578125,0.5564833333333333,0.42009609374999995,0.5453097222222222,0.1886546875,0.5676583333333334,0.570571875,0.6221319444444444,0.14272421875000002,0.8887888888888889,0.59263671875,0.34494305555555554,0.12796015624999998,1.1137708333333334,149.81670619794042,148.34031451025032,200.39372301796286,148.3413672749446,238.57136348899883,6.201497311405413,104.26632307227928,168.82340364941362,163.97739220101053,8.05472776005076,Asking
26,0.3137828125,0.35735555555555554,0.308075,0.5442111111111111,0.4253875,0.5328833333333333,0.1907625,0.5555388888888889,0.5582171875,0.6273708333333333,0.14303984375,0.8661138888888888,0.57736328125,0.5015180555555556,0.130246875,1.0825458333333333,134.7342307359195,150.38133506522672,183.1275442007565,150.3813350652268,231.80724367672374,3.1084036826025243,105.27881301640964,168.46215473264976,158.1921415052611,15.133865056229173,Asking
27,0.31339296875,0.3562208333333333,0.30868281249999996,0.5409861111111111,0.42193437500000003,0.5263819444444444,0.19543046875,0.5555902777777777,0.52976015625,0.6562472222222222,0.14123828125,0.8598222222222223,0.5070671875,0.5232902777777778,0.13696250000000001,0.9512347222222223,133.16754785607492,145.34285902307002,166.70783814206212,145.3438564026701,229.76777442670243,2.5948842413186,107.57152424248274,165.27999268709604,145.8833608244444,16.87934366097946,Asking
28,0.31376875000000004,0.35849861111111114,0.30620859375,0.5434277777777777,0.41919921875000005,0.5282513888888889,0.19321875,0.5586041666666667,0.56755390625,0.6251486111111112,0.14653984375,0.8719166666666667,0.5357578125,0.3541263888888889,0.1311203125,1.0485319444444445,133.50018925080212,145.0401934396118,202.30429059216712,145.03919628155694,233.36352591182708,4.156832724449406,104.83486390363727,167.30142135327267,159.82694854742104,11.781139202167708,Asking
29,0.31278671875,0.35449722222222224,0.30881328125,0.5613402777777778,0.42815156249999997,0.5529847222222222,0.18947578125,0.5696944444444445,0.5713375,0.6106791666666667,0.14615625000000002,0.8910319444444444,0.57584140625,0.33089305555555554,0.12909453125,1.1041555555555556,149.013820583864,152.87142069399366,187.9265731183326,152.87038211831617,237.91475231687505,1.9559457042970403,103.47743952904769,168.64346018509093,167.2296534231479,1.6392484290422968,Asking
30,0.30899296875000004,0.3545166666666667,0.30709296875000003,0.5482166666666667,0.41942031249999995,0.539925,0.19476640625,0.5565083333333333,0.5870359374999999,0.6142222222222222,0.13682890625,0.8318152777777779,0.5451890625,0.3181625,0.12471484375,0.8842875,139.48520322958993,143.90288996750547,221.11637736721357,143.9018908284391,211.63948223571145,0.9990335428666675,110.51222377052571,159.19625968104148,165.99970441498627,14.105348688581431,Asking
31,0.31353671875,0.3591402777777778,0.3053765625,0.5457902777777778,0.42133046875,0.5338847222222222,0.18942187500000002,0.5576958333333333,0.53614765625,0.6696958333333333,0.14034921875,0.8731041666666667,0.51968515625,0.5711625,0.13706093749999998,1.0660569444444445,134.793295712361,148.66833026909262,176.52398084113105,148.6693286054659,235.620792386835,4.444248847513433,105.46116288802348,169.62351084469012,146.36214507126613,16.542630702285454,Asking
32,0.30994062499999997,0.3521763888888889,0.30237109375000004,0.5530208333333333,0.41538281250000003,0.5404805555555556,0.18936015625,0.5655611111111111,0.57867734375,0.6292041666666667,0.13425625000000002,0.8692680555555556,0.5472390625,0.3290027777777778,0.12756640625,1.0095486111111112,144.93222686828489,144.93650977583255,218.56094905083106,144.93551171814315,229.76299887057536,3.8331926322066012,107.87741809410957,166.10246152062155,163.00549269791716,10.546351537908816,Asking
